config,source_article,logical_fallacies,text_vi
edu,"John: Can you please help me push my car to the side of the road until the tow truck comes?
Paul: Why push it to the side of the road?  Why not just leave it?
John: It is slowing down traffic unnecessarily where it is.
Paul: Many things slow down traffic—do you feel you need to do something about all them?
John: No, but this was my fault.
Paul: Was it really? Were you the direct cause of your car breaking down?
John: Are you going to help me move this damn car or not?!
",fallacy of relevance,"John: Cậu giúp tớ đẩy xe vào lề đường chờ xe cứu hộ với được không?
Paul: Sao phải đẩy vào lề? Để nguyên đó không được à?
John: Nó đang cản trở giao thông vô ích kìa.
Paul: Nhiều thứ cản trở giao thông lắm, thế cái gì cậu cũng phải giải quyết hết à?
John: Không, nhưng đây là lỗi của tớ.
Paul: Thế à? Cậu là nguyên nhân trực tiếp khiến xe hỏng đấy à?
John: Rốt cuộc cậu có định giúp tớ đẩy cái xe này không thì bảo?!"
edu,Billy murdered all those people because I spanked him when he was a child.,false causality,Billy thảm sát tất cả những người đó là vì hồi nhỏ tôi đã từng đánh đòn nó.
edu,"Mormonism is one of the fastest growing sects of Christianity today so that whole story about Joseph Smith getting the golden plates that, unfortunately, disappeared back into heaven, must be true!",ad populum,"Đạo Mormon hiện là một trong những giáo phái phát triển nhanh nhất của Kitô giáo, nên câu chuyện về việc Joseph Smith nhận những phiến vàng rồi chúng lại bay ngược lên trời chắc chắn phải là sự thật!"
edu,"Sandra tells her mom, ""I deserve to have a later curfew, so you should let me stay out until 10pm!""",circular reasoning,"Sandra nói với mẹ: ""Con xứng đáng có giờ giới nghiêm muộn hơn, nên mẹ phải cho con ở ngoài đến 10 giờ tối!"""
edu,"""Stephen Hawking in the smartest scientist on the planet, so if he says global warming is real, it must be true!""",fallacy of credibility,"Stephen Hawking là nhà khoa học thông minh nhất hành tinh, nên nếu ông ấy bảo biến đổi khí hậu là có thật thì chắc chắn nó là thật!"
edu,The Royals are promoting their team for the next season by telling people to come join the team because everyone else has.,ad populum,Đội Royals đang kêu gọi mọi người tham gia đội mùa giải tới bằng cách bảo rằng ai cũng đang gia nhập cả.
edu,He sometimes behaves violently when I am around him. I don't know what it is that I am doing to make him become so violent.,fallacy of logic,Anh ta thỉnh thoảng lại hành xử bạo lực khi có mặt tôi. Tôi không biết mình đã làm gì khiến anh ta trở nên bạo lực như thế.
edu,"While doing research for her debate topic on school uniforms, Sara discovered that a local elementary school survey indicated that 72% of its 1st graders wanted uniforms. She used this as evidence to support that all high schools should wear school uniforms.
What fallacy did Sara use here?",faulty generalization,"Khi nghiên cứu về chủ đề đồng phục học đường, Sara thấy một cuộc khảo sát tại trường tiểu học địa phương cho thấy 72% học sinh lớp 1 thích mặc đồng phục. Cô ấy dùng số liệu này làm bằng chứng để khẳng định rằng tất cả học sinh cấp 3 đều nên mặc đồng phục. Sara đã mắc lỗi ngụy biện gì?"
edu,Incorrectly thinking that one thing leads to another,false causality,Sai lầm khi cho rằng một sự việc tất yếu dẫn đến sự việc khác
edu,"The economy continues to grow as the number of “likes” on my Instagram account continue to increase. Clearly, the two are linked.",false causality,"Nền kinh tế đang tăng trưởng tỷ lệ thuận với số lượt ""like"" trên Instagram của tôi. Rõ ràng là hai thứ này có liên quan đến nhau."
edu,"If you accept that the story of Adam and Eve was figurative, then you will do the same for most of the Old Testament stories of similar literary styles. Once you are there, the New Testament and the story of Jesus does not make sense, which will lead you to believe that the resurrection of Jesus was a “spiritual” one. Once you accept that, you won’t be a Christian anymore; you will be a dirty atheist, then you will have no morals and start having sex with animals of a barnyard nature. So you better take the story of Adam and Eve literally, before the phrase, “that chicken looks delicious”, takes on a whole new meaning.",faulty generalization,"Nếu bạn chấp nhận rằng câu chuyện Adam và Eva là ẩn dụ, thì bạn cũng sẽ làm điều tương tự với hầu hết các câu chuyện trong Cựu Ước có phong cách văn học tương tự. Một khi đã đến bước đó, Tân Ước và câu chuyện về Chúa Jesus sẽ không còn ý nghĩa, điều này khiến bạn tin rằng sự phục sinh của Chúa Jesus chỉ là ""tâm linh"". Khi đã chấp nhận điều đó, bạn sẽ không còn là Kitô hữu nữa; bạn sẽ trở thành một kẻ vô thần bẩn thỉu, rồi bạn sẽ không còn đạo đức và bắt đầu quan hệ với động vật. Vì vậy, tốt nhất là bạn nên hiểu câu chuyện Adam và Eva theo nghĩa đen, trước khi câu nói ""con gà đó trông ngon quá"" mang một ý nghĩa hoàn toàn mới."
edu,Affirmative Action can never be fair or just. You cannot remedy one injustice by committing another.,circular reasoning,Hành động khẳng định (Affirmative Action) không bao giờ có thể công bằng hay chính đáng. Bạn không thể khắc phục một sự bất công bằng cách thực hiện một sự bất công khác.
edu,All my friends are doing a low carb diet. That must be the only way to lose weight so I will do it too.,ad populum,Tất cả bạn bè của tôi đều đang ăn kiêng low-carb. Đó hẳn là cách duy nhất để giảm cân nên tôi cũng sẽ làm theo.
edu,Canada is the best country to live in because it's better than the other countries!,circular reasoning,Canada là quốc gia tốt nhất để sinh sống vì nó tốt hơn các quốc gia khác!
edu,A mother who tells the pediatrician that she doesn't trust his judgment because he's never been a mother.,ad hominem,Một người mẹ nói với bác sĩ nhi khoa rằng bà không tin tưởng vào nhận định của ông ấy vì ông ấy chưa bao giờ làm mẹ.
edu,"""Florida is the most important state because it has sun and beaches.""",fallacy of extension,"""Florida là bang quan trọng nhất vì ở đó có nắng và bãi biển."""
edu,"Bertrand declares that a teapot is, at this very moment, in orbit around the Sun between the Earth and Mars, and that because no one can prove him wrong, his claim is therefore a valid one.",intentional,"Bertrand tuyên bố rằng một chiếc ấm trà hiện đang quay quanh Mặt trời giữa Trái đất và Sao Hỏa, và vì không ai có thể chứng minh ông ấy sai, nên tuyên bố của ông ấy là hợp lệ."
edu,People who wear glasses are smarter.,faulty generalization,Người đeo kính thường thông minh hơn.
edu,"""In its origins [AIDS] was entirely a disease of sodomites... That the first case was diagnosed a little over a decade after the so-called ""Gay Rights"" and ""Gay Pride"" movement gained momentum and force can hardly be coincidental."" - Harry Jaffa, Professor Emeritus of Political Philosophy at Claremont McKenna College",false causality,Nguồn gốc của AIDS hoàn toàn là bệnh của dân đồng tính... Việc ca bệnh đầu tiên được chẩn đoán chỉ hơn một thập kỷ sau khi cái gọi là phong trào 'Quyền đồng tính' và 'Tự hào đồng tính' trỗi dậy thì khó mà là ngẫu nhiên được.
edu,Order is necessary to justice because justice can only be achieved by a program of social and legal order.,circular reasoning,Trật tự là điều kiện cần cho công lý vì công lý chỉ có thể đạt được thông qua một chương trình trật tự pháp lý và xã hội.
edu,Everyone wants the iPhone 11 because it's the best phone on the market!,ad populum,Ai cũng muốn sở hữu iPhone 11 vì nó là chiếc điện thoại tốt nhất thị trường rồi!
edu,A parent who says that the teacher doesn't know how to teach because she graduated from a community college.,ad hominem,Một phụ huynh cho rằng giáo viên không biết dạy vì cô ấy chỉ tốt nghiệp trường cao đẳng cộng đồng.
edu,"Either God created the world or evolution happened.
Evolution happened.
Therefore, God did not create the world.",fallacy of logic,"Hoặc là Chúa tạo ra thế giới, hoặc là thuyết tiến hóa đã xảy ra. Thuyết tiến hóa đã xảy ra. Vậy nên, Chúa không tạo ra thế giới."
edu,"After Will said that we should put more money into health and education, Warren responded by saying that he was surprised that Will hates our country so much that he wants to leave it defenseless by cutting military spending.",fallacy of extension,"Sau khi Will đề xuất tăng ngân sách cho y tế và giáo dục, Warren đáp lại rằng anh ta ngạc nhiên khi Will lại ghét đất nước mình đến mức muốn bỏ mặc quốc phòng bằng cách cắt giảm ngân sách quân sự."
edu,Did your misleading claims result in you getting promoted?,intentional,Có phải những tuyên bố sai lệch đã giúp anh được thăng chức không?
edu,"America is the best place to live, because it's better than any other country. (This is a good example of...)",circular reasoning,"Nước Mỹ là nơi tuyệt vời nhất để sống, vì nó tốt hơn bất kỳ quốc gia nào khác."
edu,"Ivan: You cannot borrow my car because it turns back into a pumpkin at midnight.
Sidney: If you really think that, you’re an idiot.
Ivan: That is an ad hominem; therefore, I can’t be an idiot.
Sidney: I beg to differ.",fallacy of logic,Ivan: Cậu không thể mượn xe của tôi vì đến nửa đêm nó sẽ biến thành quả bí ngô đấy. Sidney: Nếu cậu thực sự tin vào điều đó thì cậu là đồ ngốc. Ivan: Đó là ngụy biện tấn công cá nhân; nên tôi không thể là đồ ngốc được. Sidney: Tôi lại không nghĩ vậy.
