topic,argument,key_point,stance,label
We should ban cosmetic surgery,cosmetic surgery should be banned because the risks attached both to the surgery and in the longer term are not worth the gains.,cosmetic surgery is an unnecessary health risk,1,1
We should ban cosmetic surgery,cosmetic surgery should be lawful as everyone should be allowed to do anything to their body as long as they are informed and aware of the risks.,cosmetic surgery is a choice and bodily autonomy is paramount.,-1,1
We should ban cosmetic surgery,cosmetic surgery should not be banned because it helps people recover from traumatic injuries resulting from accidents or disease.,cosmetic surgery is a choice and bodily autonomy is paramount.,-1,0
We should ban cosmetic surgery,cosmetic surgery shouldn't be banned because there are plenty of cases and times when someone is in a accident and they actually need it to fix their appearance.,cosmetic surgery is a choice and bodily autonomy is paramount.,-1,0
We should ban cosmetic surgery,"cosmetic surgery simply forces an ideal model for children to feel that they need to follow in order to be accepted in the world, and should be banned.",cosmetic surgery is an unnecessary health risk,1,0
We should ban cosmetic surgery,cosmetic surgery supports the idea that young people are not good enough as they are and that they require invasive procedures in order to look good enough for society.,cosmetic surgery is an unnecessary health risk,1,0
We should ban cosmetic surgery,"cosmetic surgery, other than for disfigurments, should be banned.  society puts too much pressure on people to look perfect.  people should embrace individuality.",cosmetic surgery is an unnecessary health risk,1,0
Entrapment should be legalized,criminals are going to commit the crime either way. by allowing law enforcentment to use entrapment you just catch them sooner and keep that many more people safe.,entrapment should be legalized in order to catch pedophiles,1,0
Entrapment should be legalized,criminals should be caught by any means possible,entrapment should be legalized in order to catch pedophiles,1,0
We should abolish the three-strikes laws,criminals should be given only so many chances. multiple offenses prove they will not change and should be punished accordingly.,the three-strikes law is good at keeping criminals off of the streets,-1,0
We should abolish the three-strikes laws,"criminals should have a chance to go straight, even if they've committed the same crime multiple times.",people who have three minor offences are unfairly punished.,1,0
We should abolish the three-strikes laws,"criminals shouldn't get extra chances when committing crimes anyway, so the three-strikes law is not necessary.",people who have three minor offences are unfairly punished.,1,0
The use of public defenders should be mandatory,defending one's self in court and not using a public defender is just stupid.   they know and understand the law better than someone not trained/taught in such.,everyone using public defenders would equalize the criminal justice system.,1,0
We should adopt a zero-tolerance policy in schools,each case needs to be reviewed independently and punishments then established.,zero-tolerance policies in schools are too strict and unnecessary,-1,0
We should adopt a zero-tolerance policy in schools,each case needs to be reviewed to decide appropriate  discipline.,zero-tolerance policies in schools are too strict and unnecessary,-1,0
The use of public defenders should be mandatory,each person has the right to decide if he/she wants a public defender,imposing use of public defenders takes away a person's right to choose.,-1,1
We should end the use of economic sanctions,economic sanction can provide the tangible and psychological equity that are preconditions for restorative justice,we should support economic sanctions to keep others from violating interests,-1,0
We should end the use of economic sanctions,economic sanctions affect the workers of the sanctioned countries and not the leaders,economic sanctions affect poor people more than governments,1,1
We should end the use of economic sanctions,economic sanctions are a clear message to foreign governments that their activities will not be tolerated and their economies and their population will be punished until they make changes.,we should support economic sanctions to keep others from violating interests,-1,0
We should end the use of economic sanctions,economic sanctions are a good way to get things to happen in a target area,we should support economic sanctions to keep others from violating interests,-1,0
